token_id,sequence_id,region_id,x,y,tier_id,size
140,8,2,139,0,5,59
141,8,4,140,0,1,79
142,8,3,141,0,1,79
143,8,7,142,0,3,79
144,8,1,143,0,2,59
145,8,5,144,0,3,79
146,8,6,145,0,5,59
147,8,3,146,0,3,79
148,8,6,147,0,2,59
149,8,5,148,0,2,79
150,8,6,149,0,5,79
151,9,5,150,0,4,79
152,9,7,151,0,4,59
153,9,7,152,0,1,79
154,9,1,153,0,5,59
155,9,1,154,0,2,59
156,9,3,155,0,4,59
157,9,1,156,0,5,59
158,9,2,157,0,3,59
159,9,1,158,0,2,79
160,9,6,159,0,4,59
161,9,4,160,0,5,59
162,9,3,161,0,3,79
163,9,4,162,0,3,59
164,9,7,163,0,1,79
165,9,7,164,0,2,59
166,9,1,165,0,5,79
167,9,6,166,0,2,79
168,10,1,167,0,1,59
169,10,2,168,0,2,79
170,10,1,169,0,5,79
171,10,6,170,0,1,79
172,10,7,171,0,4,79
173,10,1,172,0,1,79
174,10,3,173,0,1,59
175,10,2,174,0,2,59
176,10,6,175,0,3,79
177,10,6,176,0,3,79
178,10,5,177,0,4,79
179,10,4,178,0,4,59
180,10,1,179,0,1,59
181,10,3,180,0,1,79
182,10,2,181,0,3,59
183,10,5,182,0,2,79
184,10,4,183,0,5,59
185,11,4,184,0,4,59
186,11,2,185,0,3,59
187,11,6,186,0,5,59
188,11,7,187,0,4,59
189,11,2,188,0,1,59
190,11,7,189,0,1,59
191,11,3,190,0,5,59
192,11,2,191,0,5,59
193,11,2,192,0,1,79
194,11,5,193,0,2,59
195,11,2,194,0,2,59
196,11,3,195,0,3,79
197,11,1,196,0,2,59
198,11,3,197,0,2,59
199,11,7,198,0,5,79
200,11,1,199,0,4,59
201,12,7,200,0,3,79
202,12,5,201,0,3,59
203,12,7,202,0,4,59
204,12,2,203,0,1,79
205,12,2,204,0,4,59
206,12,7,205,0,1,59
207,12,4,206,0,2,79
208,12,4,207,0,3,79
209,12,4,208,0,3,79
210,12,6,209,0,5,79
211,12,1,210,0,3,79
212,12,2,211,0,2,59
213,12,2,212,0,2,79
214,12,5,213,0,2,79
215,12,2,214,0,4,79
216,12,1,215,0,4,59
217,12,4,216,0,4,79
218,13,6,217,0,4,59
219,13,2,218,0,3,79
220,13,3,219,0,5,79
221,13,7,220,0,5,59
222,13,5,221,0,4,79
223,13,6,222,0,3,59
224,13,2,223,0,2,59
225,13,7,224,0,5,79
226,13,3,225,0,1,79
227,13,4,226,0,3,79
228,13,1,227,0,2,59
229,13,2,228,0,4,79
230,13,5,229,0,2,59
231,13,1,230,0,4,59
232,13,6,231,0,4,79
233,13,5,232,0,3,79
234,13,6,233,0,2,59
235,14,3,234,0,2,79
236,14,3,235,0,4,79
237,14,5,236,0,2,79
238,14,7,237,0,3,59
239,14,5,238,0,3,79
240,14,7,239,0,5,59
241,14,1,240,0,5,59
242,14,4,241,0,2,59
243,14,5,242,0,4,79
244,14,1,243,0,2,79
245,14,2,244,0,3,59
246,14,5,245,0,4,79
247,14,5,246,0,3,79
248,14,6,247,0,4,79
249,14,7,248,0,5,79
250,14,3,249,0,2,79
251,15,2,250,0,5,79
252,15,7,251,0,4,79
253,15,4,252,0,3,79
254,15,6,253,0,4,59
255,15,5,254,0,3,79
256,15,1,255,0,5,79
257,15,2,256,0,2,79
258,15,1,257,0,3,79
259,15,6,258,0,5,79
260,15,6,259,0,2,79
261,15,2,260,0,1,59
262,15,6,261,0,5,79
263,15,7,262,0,4,59
264,15,4,263,0,2,59
265,15,6,264,0,4,59
266,15,1,265,0,3,79
267,15,3,266,0,5,79
268,16,5,267,0,2,79
269,16,6,268,0,2,79
270,16,5,269,0,3,59
271,16,2,270,0,3,79
272,16,1,271,0,1,79
273,16,3,272,0,2,79
274,16,5,273,0,1,59
275,16,1,274,0,3,59
276,16,4,275,0,2,59
277,16,4,276,0,5,59
278,16,2,277,0,5,79
279,16,2,278,0,3,59
280,16,5,279,0,4,79
281,16,5,280,0,3,79
282,16,3,281,0,2,59
283,16,6,282,0,2,59
284,16,6,283,0,4,59
285,17,7,284,0,1,59
286,17,3,285,0,2,59
287,17,2,286,0,1,79
288,17,5,287,0,1,59
289,17,1,288,0,2,59
290,17,7,289,0,1,79
291,17,7,290,0,3,59
292,17,6,291,0,5,59
293,17,5,292,0,5,79
294,17,7,293,0,5,59
295,17,2,294,0,4,79
296,17,1,295,0,3,79
297,17,5,296,0,5,79
298,17,5,297,0,5,59
299,17,7,298,0,5,79
300,17,5,299,0,1,79
301,18,4,300,0,3,59
302,18,2,301,0,4,59
303,18,2,302,0,4,79
304,18,3,303,0,2,59
305,18,2,304,0,1,59
306,18,6,305,0,5,79
307,18,4,306,0,1,79
308,18,7,307,0,3,79
309,18,1,308,0,1,59
310,18,4,309,0,3,59
311,18,1,310,0,4,59
312,18,7,311,0,1,59
313,18,3,312,0,4,59
314,18,6,313,0,3,79
315,18,4,314,0,5,79
316,18,3,315,0,1,79
317,18,6,316,0,1,59
318,19,1,317,0,5,79
319,19,4,318,0,4,59
320,19,1,319,0,5,59
321,19,1,320,0,1,59
322,19,6,321,0,5,79
323,19,1,322,0,1,79
324,19,7,323,0,4,59
325,19,5,324,0,4,59
326,19,4,325,0,3,79
327,19,7,326,0,1,79
328,19,1,327,0,5,59
329,19,4,328,0,5,79
330,19,1,329,0,1,59
331,19,7,330,0,1,59
332,19,4,331,0,3,59
333,19,2,332,0,5,79
334,19,6,333,0,5,59
335,20,1,334,0,4,59
336,20,5,335,0,3,59
337,20,2,336,0,3,79
338,20,4,337,0,4,59
339,20,3,338,0,4,79
340,20,1,339,0,4,59
341,20,3,340,0,5,59
342,20,4,341,0,3,79
343,20,5,342,0,3,59
344,20,6,343,0,4,79
345,20,3,344,0,3,59
346,20,2,345,0,3,79
347,20,5,346,0,1,59
348,20,4,347,0,3,59
349,20,5,348,0,4,79
350,20,5,349,0,4,59
351,21,5,350,0,3,79
352,21,2,351,0,2,79
353,21,4,352,0,5,59
354,21,6,353,0,5,79
355,21,7,354,0,2,79
356,21,4,355,0,4,59
357,21,4,356,0,2,59
358,21,7,357,0,3,59
359,21,7,358,0,2,59
360,21,1,359,0,5,79
361,21,6,360,0,3,59
362,21,2,361,0,4,59
363,21,4,362,0,1,59
364,21,2,363,0,2,59
365,21,4,364,0,1,59
366,21,3,365,0,4,59
367,21,7,366,0,4,59
368,22,6,367,0,4,59
369,22,4,368,0,3,59
370,22,1,369,0,1,59
371,22,4,370,0,4,79
372,22,4,371,0,3,79
373,22,3,372,0,1,59
374,22,5,373,0,2,79
375,22,1,374,0,3,79
376,22,1,375,0,2,59
377,22,6,376,0,2,79
378,22,5,377,0,2,79
379,22,3,378,0,3,59
380,22,7,379,0,3,59
381,22,2,380,0,2,59
382,22,3,381,0,1,59
383,22,7,382,0,5,79
384,22,2,383,0,2,59
385,23,3,384,0,2,59
386,23,7,385,0,2,79
387,23,4,386,0,2,79
388,23,6,387,0,4,59
389,23,7,388,0,4,59
390,23,7,389,0,1,79
391,23,5,390,0,1,59
392,23,6,391,0,4,59
393,23,1,392,0,1,59
394,23,3,393,0,5,79
395,23,2,394,0,5,59
396,23,7,395,0,4,59
397,23,7,396,0,4,79
398,23,7,397,0,5,59
399,23,5,398,0,4,59
400,23,7,399,0,1,79
401,24,1,400,0,1,59
402,24,1,401,0,3,59
403,24,2,402,0,3,59
404,24,6,403,0,5,59
405,24,2,404,0,3,79
406,24,5,405,0,3,79
407,24,3,406,0,1,79
408,24,1,407,0,2,59
409,24,3,408,0,5,59
410,24,3,409,0,4,59
411,24,7,410,0,3,79
412,24,6,411,0,1,59
413,24,3,412,0,5,59
414,24,7,413,0,4,79
415,24,6,414,0,5,59
416,24,5,415,0,2,59
417,24,6,416,0,2,79
418,25,5,417,0,3,79
419,25,3,418,0,2,59
420,25,3,419,0,2,79
421,25,4,420,0,4,59
422,25,3,421,0,1,59
423,25,3,422,0,2,79
424,25,1,423,0,1,59
425,25,1,424,0,1,79
426,25,7,425,0,4,79
427,25,6,426,0,4,79
428,25,6,427,0,5,59
429,25,2,428,0,4,79
430,25,5,429,0,3,59
431,25,6,430,0,2,79
432,25,2,431,0,5,59
433,25,4,432,0,1,59
434,25,7,433,0,1,59
435,26,3,434,0,5,59
436,26,7,435,0,3,79
437,26,4,436,0,5,79
438,26,2,437,0,2,59
439,26,3,438,0,2,59
440,26,6,439,0,1,79
441,26,1,440,0,4,79
442,26,2,441,0,4,59
443,26,5,442,0,1,79
444,26,6,443,0,4,59
445,26,3,444,0,2,59
446,26,1,445,0,4,59
447,26,6,446,0,4,59
448,26,7,447,0,3,59
449,26,6,448,0,1,79
450,26,5,449,0,5,59
451,27,4,450,0,5,79
452,27,3,451,0,5,59
453,27,6,452,0,1,59
454,27,2,453,0,3,59
455,27,7,454,0,4,79
456,27,1,455,0,5,79
457,27,5,456,0,1,59
458,27,3,457,0,1,59
459,27,3,458,0,1,59
460,27,2,459,0,1,79
461,27,7,460,0,5,79
462,27,4,461,0,5,79
463,27,2,462,0,2,79
464,27,1,463,0,3,59
465,27,3,464,0,2,79
466,27,6,465,0,5,59
467,27,3,466,0,4,79
468,28,1,467,0,4,59
469,28,4,468,0,2,59
470,28,6,469,0,1,79
471,28,3,470,0,2,59
472,28,4,471,0,4,59
473,28,4,472,0,3,79
474,28,1,473,0,1,59
475,28,5,474,0,3,79
476,28,4,475,0,4,79
477,28,6,476,0,4,79
478,28,2,477,0,3,59
479,28,2,478,0,3,79
480,28,1,479,0,3,59
481,28,7,480,0,2,59
482,28,3,481,0,2,59
483,28,3,482,0,3,59
484,28,7,483,0,1,59
485,29,2,484,0,3,79
486,29,4,485,0,5,59
487,29,7,486,0,2,79
488,29,1,487,0,1,59
489,29,7,488,0,4,59
490,29,6,489,0,5,79
491,29,5,490,0,4,79
492,29,5,491,0,1,59
493,29,7,492,0,1,59
494,29,3,493,0,5,79
495,29,3,494,0,5,79
496,29,6,495,0,2,79
497,29,4,496,0,2,79
498,29,1,497,0,4,59
499,29,4,498,0,3,79
500,29,6,499,0,3,59
501,30,7,0,1,2,79
502,30,4,1,1,5,59
503,30,2,2,1,1,59
504,30,7,3,1,2,79
505,30,7,4,1,5,79
506,30,7,5,1,5,59
507,30,6,6,1,2,59
508,30,2,7,1,1,79
509,30,3,8,1,5,79
510,30,2,9,1,1,79
511,30,1,10,1,5,59
512,30,7,11,1,2,59
513,30,7,12,1,2,59
514,30,6,13,1,5,59
515,30,1,14,1,2,59
516,30,1,15,1,4,59
517,30,2,16,1,5,79
518,31,1,17,1,4,79
519,31,7,18,1,5,59
520,31,6,19,1,5,79
521,31,7,20,1,5,59
522,31,4,21,1,2,79
523,31,6,22,1,3,79
524,31,4,23,1,1,59
525,31,6,24,1,4,79
526,31,1,25,1,3,59
527,31,5,26,1,4,59
528,31,2,27,1,2,59
529,31,1,28,1,4,59
530,31,5,29,1,3,59
531,31,4,30,1,1,79
532,31,3,31,1,3,59
533,31,7,32,1,1,59
534,31,3,33,1,4,79
535,32,6,34,1,3,59
536,32,4,35,1,2,59
537,32,6,36,1,3,59
538,32,4,37,1,4,59
539,32,4,38,1,1,59
540,32,2,39,1,3,59
541,32,2,40,1,3,59
542,32,1,41,1,1,59
543,32,5,42,1,3,79
544,32,5,43,1,2,79
545,32,1,44,1,3,59
546,32,2,45,1,1,79
547,32,5,46,1,4,79
548,32,2,47,1,4,59
549,32,2,48,1,5,59
550,32,4,49,1,5,79
551,33,2,50,1,2,79
552,33,6,51,1,5,79
553,33,5,52,1,3,79
554,33,3,53,1,4,59
555,33,3,54,1,1,59
556,33,7,55,1,1,79
557,33,5,56,1,1,59
558,33,5,57,1,4,79
559,33,3,58,1,1,79
560,33,6,59,1,5,79
561,33,4,60,1,3,79
562,33,4,61,1,5,59
563,33,6,62,1,4,59
564,33,4,63,1,1,59
565,33,6,64,1,5,59
566,33,5,65,1,1,59
567,33,5,66,1,5,79
568,34,7,67,1,2,59
569,34,5,68,1,4,79
570,34,4,69,1,1,59
571,34,4,70,1,4,79
572,34,1,71,1,4,79
573,34,4,72,1,2,79
574,34,2,73,1,1,79
575,34,7,74,1,2,59
576,34,7,75,1,4,79
577,34,6,76,1,1,59
578,34,1,77,1,5,59
579,34,2,78,1,5,59
580,34,5,79,1,4,79
581,34,1,80,1,1,79
582,34,7,81,1,2,59
583,34,2,82,1,4,79
584,34,1,83,1,1,59
585,35,6,84,1,5,59
586,35,4,85,1,1,59
587,35,3,86,1,2,59
588,35,5,87,1,4,59
589,35,5,88,1,4,59
590,35,5,89,1,1,79
591,35,2,90,1,4,79
592,35,4,91,1,5,59
593,35,1,92,1,2,59
594,35,4,93,1,2,59
595,35,7,94,1,5,59
596,35,4,95,1,2,79
597,35,2,96,1,3,59
598,35,7,97,1,3,79
599,35,3,98,1,1,59
600,35,6,99,1,3,79
601,36,5,100,1,3,59
602,36,7,101,1,1,59
603,36,5,102,1,2,59
604,36,4,103,1,2,59
605,36,1,104,1,5,79
606,36,7,105,1,5,79
607,36,6,106,1,3,79
608,36,3,107,1,1,59
609,36,5,108,1,4,79
610,36,7,109,1,3,59
611,36,6,110,1,5,79
612,36,5,111,1,2,79
613,36,1,112,1,4,79
614,36,1,113,1,5,59
615,36,4,114,1,1,79
616,36,4,115,1,5,59
617,36,2,116,1,5,59
618,37,4,117,1,4,79
619,37,5,118,1,2,79
620,37,1,119,1,2,59
621,37,1,120,1,5,79
622,37,2,121,1,2,79
623,37,4,122,1,5,59
624,37,1,123,1,1,59
625,37,6,124,1,1,79
626,37,4,125,1,3,59
627,37,4,126,1,5,59
628,37,3,127,1,2,79
629,37,7,128,1,1,59
630,37,3,129,1,4,59
631,37,5,130,1,4,59
632,37,7,131,1,2,79
633,37,1,132,1,3,79
634,37,1,133,1,3,59
635,38,7,134,1,2,59
636,38,7,135,1,4,79
637,38,2,136,1,1,79
638,38,5,137,1,1,79
639,38,2,138,1,5,59
640,38,1,139,1,1,59
641,38,4,140,1,3,79
642,38,5,141,1,5,79
643,38,6,142,1,3,59
644,38,6,143,1,2,59
645,38,4,144,1,1,59
646,38,2,145,1,1,59
647,38,1,146,1,4,79
648,38,4,147,1,2,79
649,38,2,148,1,2,59
650,38,4,149,1,1,59
651,39,5,150,1,4,79
652,39,1,151,1,1,59
653,39,7,152,1,1,79
654,39,6,153,1,1,79
655,39,7,154,1,2,59
656,39,6,155,1,1,59
657,39,5,156,1,4,59
658,39,1,157,1,1,79
659,39,4,158,1,1,59
660,39,2,159,1,3,79
661,39,5,160,1,3,79
662,39,4,161,1,2,79
663,39,6,162,1,3,59
664,39,7,163,1,5,79
665,39,3,164,1,2,59
666,39,1,165,1,4,79
667,39,6,166,1,2,59
668,40,2,167,1,1,79
669,40,5,168,1,1,59
670,40,1,169,1,5,59
671,40,2,170,1,4,59
672,40,6,171,1,3,59
673,40,6,172,1,1,59
674,40,5,173,1,3,59
675,40,6,174,1,2,79
676,40,1,175,1,3,79
677,40,3,176,1,2,59
678,40,6,177,1,1,59
679,40,5,178,1,3,59
680,40,6,179,1,2,79
681,40,2,180,1,5,59
682,40,5,181,1,1,79
683,40,5,182,1,3,59
684,40,7,183,1,2,79
685,41,6,184,1,2,79
686,41,5,185,1,3,79
687,41,4,186,1,5,59
688,41,1,187,1,4,79
689,41,7,188,1,4,79
690,41,5,189,1,2,59
691,41,3,190,1,5,59
692,41,6,191,1,3,59
693,41,6,192,1,2,79
694,41,7,193,1,5,59
695,41,2,194,1,2,79
696,41,1,195,1,3,79
697,41,3,196,1,4,79
698,41,1,197,1,3,59
699,41,5,198,1,2,59
700,41,4,199,1,4,59
701,42,1,200,1,5,59
702,42,7,201,1,5,59
703,42,1,202,1,3,79
704,42,4,203,1,4,79
705,42,1,204,1,3,79
706,42,6,205,1,5,59
707,42,3,206,1,5,79
708,42,2,207,1,1,59
709,42,3,208,1,4,59
710,42,3,209,1,4,59
711,42,3,210,1,2,79
712,42,5,211,1,4,59
713,42,6,212,1,1,79
714,42,2,213,1,5,59
715,42,2,214,1,3,79
716,42,5,215,1,3,79
717,42,7,216,1,2,59
718,43,7,217,1,5,59
719,43,7,218,1,2,59
720,43,7,219,1,4,59
721,43,1,220,1,2,59
722,43,6,221,1,1,59
723,43,1,222,1,3,79
724,43,5,223,1,1,59
725,43,4,224,1,4,59
726,43,1,225,1,1,59
727,43,7,226,1,4,59
728,43,6,227,1,2,79
729,43,5,228,1,5,59
730,43,5,229,1,1,59
731,43,2,230,1,3,59
732,43,3,231,1,1,59
733,43,3,232,1,5,79
734,43,4,233,1,2,79
735,44,2,234,1,1,79
736,44,3,235,1,4,79
737,44,7,236,1,4,59
738,44,6,237,1,3,79
739,44,3,238,1,4,59
740,44,1,239,1,5,79
741,44,3,240,1,5,79
742,44,3,241,1,4,79
743,44,4,242,1,5,79
744,44,6,243,1,5,59
745,44,5,244,1,1,59
746,44,6,245,1,1,79
747,44,1,246,1,1,59
748,44,2,247,1,4,59
749,44,5,248,1,3,79
750,44,1,249,1,4,79
751,45,7,250,1,1,59
752,45,7,251,1,3,59
753,45,5,252,1,4,79
754,45,4,253,1,3,79
755,45,7,254,1,3,59
756,45,3,255,1,5,79
757,45,3,256,1,1,79
758,45,3,257,1,5,59
759,45,3,258,1,1,59
760,45,3,259,1,5,59
761,45,7,260,1,4,79
762,45,1,261,1,5,79
763,45,6,262,1,4,79
764,45,1,263,1,1,79
765,45,4,264,1,5,79
766,45,5,265,1,4,79
767,45,5,266,1,3,79
768,46,5,267,1,3,79
769,46,1,268,1,3,79
770,46,7,269,1,2,79
771,46,2,270,1,3,59
772,46,4,271,1,5,79
773,46,2,272,1,5,79
774,46,1,273,1,1,79
775,46,5,274,1,2,79
776,46,3,275,1,1,79
777,46,7,276,1,2,59
778,46,5,277,1,1,59
779,46,7,278,1,1,79
780,46,3,279,1,3,59
781,46,2,280,1,1,79
782,46,7,281,1,5,59
783,46,7,282,1,1,59
784,46,7,283,1,4,59
785,47,6,284,1,4,79
786,47,5,285,1,5,79
787,47,5,286,1,1,79
788,47,5,287,1,2,59
789,47,1,288,1,5,79
790,47,7,289,1,1,59
791,47,6,290,1,1,79
792,47,5,291,1,1,59
793,47,1,292,1,5,79
794,47,7,293,1,1,79
795,47,2,294,1,4,79
796,47,1,295,1,1,59
797,47,1,296,1,1,79
798,47,5,297,1,1,79
799,47,7,298,1,3,59
800,47,5,299,1,2,79
801,48,7,300,1,5,79
802,48,1,301,1,5,79
803,48,7,302,1,1,79
804,48,3,303,1,4,79
805,48,3,304,1,1,79
806,48,1,305,1,1,79
807,48,1,306,1,4,79
808,48,6,307,1,2,79
809,48,6,308,1,5,79
810,48,5,309,1,2,59
811,48,7,310,1,5,79
812,48,1,311,1,1,59
813,48,5,312,1,2,59
814,48,1,313,1,5,59
815,48,4,314,1,5,79
816,48,5,315,1,3,59
817,48,4,316,1,4,59
818,49,1,317,1,1,59
819,49,3,318,1,4,59
820,49,1,319,1,2,59
821,49,1,320,1,1,59
822,49,7,321,1,4,79
823,49,5,322,1,3,79
824,49,4,323,1,1,59
825,49,2,324,1,1,79
826,49,1,325,1,3,79
827,49,5,326,1,4,59
828,49,1,327,1,2,79
829,49,7,328,1,1,59
830,49,3,329,1,1,79
831,49,6,330,1,5,59
832,49,1,331,1,2,59
833,49,2,332,1,5,79
834,49,1,333,1,4,79
835,50,6,334,1,4,59
836,50,2,335,1,2,59
837,50,6,336,1,4,79
838,50,7,337,1,1,79
839,50,6,338,1,4,79
840,50,7,339,1,5,59
841,50,6,340,1,3,59
842,50,5,341,1,3,79
843,50,4,342,1,2,59
844,50,5,343,1,5,79
845,50,4,344,1,3,79
846,50,5,345,1,3,59
847,50,4,346,1,5,79
848,50,4,347,1,4,79
849,50,3,348,1,5,79
850,50,2,349,1,1,59
851,51,2,350,1,1,59
852,51,5,351,1,1,79
853,51,2,352,1,4,59
854,51,3,353,1,4,79
855,51,4,354,1,1,59
856,51,7,355,1,1,59
857,51,7,356,1,2,59
858,51,2,357,1,5,79
859,51,3,358,1,4,79
860,51,2,359,1,5,79
861,51,2,360,1,3,59
862,51,3,361,1,1,79
863,51,4,362,1,3,79
864,51,1,363,1,1,59
865,51,4,364,1,2,79
866,51,2,365,1,4,59
867,51,1,366,1,3,79
868,52,3,367,1,3,59
869,52,6,368,1,4,79
870,52,5,369,1,2,59
871,52,7,370,1,4,79
872,52,2,371,1,2,79
873,52,6,372,1,2,59
874,52,2,373,1,5,79
875,52,3,374,1,1,59
876,52,5,375,1,4,79
877,52,3,376,1,3,79
878,52,7,377,1,1,59
879,52,2,378,1,5,79
880,52,2,379,1,4,79
881,52,5,380,1,5,59
882,52,1,381,1,1,59
883,52,7,382,1,4,59
884,52,7,383,1,1,79
885,53,2,384,1,4,79
886,53,7,385,1,1,79
887,53,3,386,1,1,79
888,53,4,387,1,5,59
889,53,4,388,1,4,79
890,53,6,389,1,1,79
891,53,5,390,1,3,79
892,53,6,391,1,2,59
893,53,5,392,1,5,79
894,53,3,393,1,2,59
895,53,5,394,1,5,59
896,53,2,395,1,4,79
897,53,7,396,1,4,59
898,53,4,397,1,2,59
899,53,3,398,1,3,59
900,53,1,399,1,4,59
901,54,6,400,1,5,79
902,54,6,401,1,5,79
903,54,2,402,1,5,79
904,54,2,403,1,3,79
905,54,7,404,1,1,59
906,54,2,405,1,4,59
907,54,2,406,1,5,59
908,54,2,407,1,2,59
909,54,6,408,1,2,59
910,54,1,409,1,2,79
911,54,6,410,1,4,79
912,54,7,411,1,3,59
913,54,7,412,1,1,79
914,54,2,413,1,1,59
915,54,7,414,1,1,79
916,54,2,415,1,4,79
917,54,7,416,1,2,59
918,55,3,417,1,4,79
919,55,4,418,1,2,59
920,55,1,419,1,1,59
921,55,1,420,1,1,79
922,55,5,421,1,1,59
923,55,3,422,1,1,79
924,55,2,423,1,2,59
925,55,1,424,1,4,59
926,55,2,425,1,2,79
927,55,5,426,1,4,79
928,55,4,427,1,1,79
929,55,5,428,1,2,79
930,55,4,429,1,4,59
931,55,2,430,1,5,59
932,55,6,431,1,2,59
933,55,4,432,1,3,79
934,55,3,433,1,3,79
935,56,4,434,1,1,79
936,56,7,435,1,2,79
937,56,6,436,1,5,59
938,56,6,437,1,4,59
939,56,5,438,1,1,79
940,56,7,439,1,4,59
941,56,3,440,1,3,59
942,56,1,441,1,2,59
943,56,7,442,1,3,79
944,56,6,443,1,2,79
945,56,7,444,1,4,59
946,56,1,445,1,1,59
947,56,2,446,1,4,59
948,56,3,447,1,1,59
949,56,5,448,1,3,59
950,56,3,449,1,4,59
951,57,4,450,1,1,79
952,57,3,451,1,2,59
953,57,4,452,1,4,59
954,57,1,453,1,1,59
955,57,6,454,1,2,59
956,57,4,455,1,3,59
957,57,2,456,1,1,79
958,57,3,457,1,1,79
959,57,2,458,1,5,79
960,57,4,459,1,1,79
961,57,6,460,1,5,59
962,57,2,461,1,2,79
963,57,3,462,1,2,79
964,57,7,463,1,4,59
965,57,4,464,1,4,79
966,57,7,465,1,3,79
967,57,5,466,1,2,59
968,58,4,467,1,3,79
969,58,4,468,1,2,79
970,58,2,469,1,5,79
971,58,5,470,1,4,59
972,58,6,471,1,5,59
973,58,6,472,1,2,59
974,58,4,473,1,1,59
975,58,7,474,1,2,79
976,58,1,475,1,1,79
977,58,7,476,1,1,79
978,58,7,477,1,2,59
979,58,5,478,1,5,59
980,58,7,479,1,5,59
981,58,3,480,1,5,79
982,58,1,481,1,4,79
983,58,1,482,1,2,79
984,58,3,483,1,1,79
985,59,6,484,1,2,79
986,59,3,485,1,1,59
987,59,3,486,1,5,79
988,59,4,487,1,2,79
989,59,3,488,1,5,79
990,59,4,489,1,1,79
991,59,7,490,1,1,59
992,59,3,491,1,5,79
993,59,2,492,1,1,59
994,59,6,493,1,1,59
995,59,1,494,1,3,79
996,59,2,495,1,2,59
